Lon,Lat,Clave,Edo,Est,Tmed
-103.1000,23.6900,ELCZC,ZAC,El Cazadero Zac.,23.9
-103.0300,23.8200,RGRZC,ZAC,RÌo Grande Zac.,23.5
-102.8800,24.3300,SFOZC,ZAC,San Francisco Zac.,25.3
-103.8800,23.4700,TCHZC,ZAC,Chalchihuites Zac.,22.0
-103.4600,21.4700,TGOZC,ZAC,Te˙l de Gonz·lez Ortega Zac.,23.2
-103.0900,21.9300,GJAZC,ZAC,General JoaquÌn Amaro Zac.,19.9
-103.1100,21.4000,JCHZC,ZAC,Juchipila Zac.,25.2
-102.9000,21.7100,PMOZC,ZAC,Los MoraleÒos Zac.,26.8
-101.9900,22.2600,LORZC,ZAC,Loreto Zac.,23.8
-103.5000,22.3300,STEZC,ZAC,Independencia Nacional Zac.,21.4
-102.5700,22.7800,LBUZC,ZAC,Observatorio de Zacatecas Zac.,18.9
-103.6400,23.6400,SOMZC,ZAC,Observatorio de Sombrerete Zac.,22.5
-102.6800,22.9000,MMZC,ZAC,Aeropuerto Internacional de Zacatecas Zac.*,20.7
-101.7200,22.3500,VHGZC,ZAC,Villa Hidalgo Zac.,21.1
-103.6000,22.6900,LAFLORIDA,ZAC,La Florida Zac. SMN*,22.4
-102.7300,23.6000,CFPZC,ZAC,CaÒitas de Felipe Pescador Zac,22.0
-101.7100,24.6200,70640,ZAC,EM Presa de Jales M. PeÒasquito Zac.,23.3
-101.8000,24.6300,70600,ZAC,EM Pista M. PeÒasquito Zac.,23.6
-101.7100,24.6500,70620,ZAC,EM Planta de ”xidos M. PeÒasquito Zac.,24.4
-101.6700,24.6600,70660,ZAC,EM Antena Norte M. PeÒasquito Zac.,22.6
-103.3600,21.2100,MORZC,ZAC,Mezquital del Oro Zac.,25.7
-103.6100,21.2200,HITZC,ZAC,Huitzila Zac.,22.0
-102.7900,21.5600,TLAZC,ZAC,Tlalchichila Zac.,21.5
-102.5700,22.7800,ZACATECASob,ZAC,Observatorio de Zacatecas Zac. SMN*,18.8
-102.3500,23.2900,VCOZC,ZAC,Villa de Cos Zac.,22.6
-102.2500,22.4400,LMOZC,ZAC,Luis Moya Zac.,23.8
-103.0000,22.6400,JERZC,ZAC,Jerez Zac.,23.0
-103.0500,21.6100,SANTODOMINGOINI,ZAC,Santo Domingo Zac. INIFAP*,26.5
-103.3300,21.6400,CBTATEPECHITLAN,ZAC,Centro de Bachillerato TecnolÛgico Agropecuario Tepechitl·n Zac. INIFAP*,23.4
-103.3100,21.9300,MOMAX,ZAC,Momax Zac. INIFAP*,22.0
-102.0000,22.2800,LORETO,ZAC,Loreto Zac. INIFAP*,21.0
-101.6200,22.2800,LAVICTORIAZC,ZAC,La Victoria Zac. INIFAP*,20.2
-102.8800,22.3100,VLLLANUEVA,ZAC,Villanueva Zac. INIFAP*,22.1
-102.2900,22.5200,ELALPINO,ZAC,El Alpino Zac. INIFAP*,21.1
-101.9800,22.5200,ESTDEANIMAS,ZAC,Estancia de AÅnimas Zac. INIFAP*,20.7
-103.0400,22.5400,SANTAFEZC,ZAC,Santa Fe Zac. INIFAP*,20.0
-102.0700,22.6900,ELSALADILLO,ZAC,El Saladillo Zac. INIFAP*,21.2
-102.9800,22.7000,SANTARITA,ZAC,Santa Rita Zac. INIFAP*,20.8
-102.3200,22.7200,LASARCINAS,ZAC,Las Arcinas Zac. INIFAP*,21.2
-102.6900,22.7200,UAAGRONOMIA,ZAC,Unidad AcadÈmica de AgronomÌa Zac. INIFAP*,20.4
-102.5100,22.7600,UABIOLOGIA,ZAC,Unidad AcadÈmica de BiologÌa Zac. INIFAP*,22.0
-103.5700,22.7800,CBTAVALPARAISO,ZAC,Centro de Bachillerato TecnolÛgico Agropecuario ValparaÌso Zac. INIFAP*,21.9
-103.1500,22.8500,PALMASALTAS,ZAC,Palmas Altas Zac. INIFAP*,19.6
-102.6600,22.9100,CEZAC,ZAC,Campo Experimental Zacatecas Zac. INIFAP*,21.0
-102.8800,22.9900,MESADEFUENTES,ZAC,Mesa de Fuentes Zac. INIFAP*,20.4
-102.2700,23.0400,CHAPARROSA,ZAC,Chaparrosa Zac. INIFAP*,21.6
-102.7200,23.1800,ELPARDILLO3,ZAC,El Pardillo 3 Zac. INIFAP*,20.8
-103.0400,23.2200,COLEMANCIPACION,ZAC,Colonia EmancipaciÛn Zac. INIFAP*,21.6
-103.3400,23.2300,ABREGO,ZAC,Abrego Zac. INIFAP*,20.5
-102.3400,23.2800,COBAEZVILLACOS,ZAC,Cobaez Villa de Cos Zac. INIFAP*,22.6
-102.9300,23.3900,RGRANDEZC,ZAC,Rancho Grande Zac. INIFAP*,21.9
-102.1800,23.4600,SIERRAVIEJA,ZAC,Sierra Vieja Zac. INIFAP*,22.0
-102.7300,23.6000,CANITAS,ZAC,CaÒitas Zac. INIFAP*,21.8
-103.7300,23.7200,PROVIDENCIAZC,ZAC,Providencia Zac. INIFAP*,19.7
-102.1600,23.7800,AGUANUEVAZC,ZAC,Agua Nueva Zac. INIFAP*,22.9
-103.5400,23.7900,EMILIANOZAPATAZ,ZAC,Emiliano Zapata Zac. INIFAP*,19.7
-103.3300,23.8200,COLPROGRESO,ZAC,Colonia Progreso Zac. INIFAP*,22.3
-103.6600,23.9600,COLHIDALGO,ZAC,Col. Hidalgo Zac. INIFAP*,20.3
-103.4500,23.9700,COLGLZORTEGA,ZAC,Colonia Gonz·lez Ortega Zac. INIFAP*,21.7
-103.2400,24.0500,MOGOTES,ZAC,Mogotes Zac. INIFAP*,21.3
-103.3900,24.1200,CUNO,ZAC,Campo 1 Zac. INIFAP*,21.0
-101.7100,24.1400,TDEHACHEROS,ZAC,Tanque de Hacheros Zac. INIFAP*,22.7
-102.1500,24.1900,MARIANITA,ZAC,Marianita Zac. INIFAP*,23.8
-102.9000,21.9000,TIERRABLANCAINI,ZAC,Tierra Blanca Zac. INIFAP*,24.4
-101.3900,24.6200,CORZC,ZAC,ConcepciÛn del Oro Zac.,23.9
-103.1200,21.3600,UPSZELREMOLINO,ZAC,Universidad PolitÈcnica del Sur de Zacatecas El Remolino Zac. INIFAP*,25.8
-102.9500,22.8200,BTEZC,ZAC,RamÛn LÛpez Velarde Zac.,21.7
